compte;libelle;text
7;I.C/R.M:DALTE 2500 UI OU ENOXA 2000 UI OU NADRO 2850 UI OU TINZA 2500 UI - INNOHEP 2500 UI Sol Inj AntiXa 0.25ml  Bt 2  *;I.C/R.M:DALTE 2500 UI OU ENOXA 2000 UI OU NADRO 2850 UI OU TINZA 2500 UI - INNOHEP 2500 UI Sol Inj AntiXa 0.25ml  Bt 2  *
7;I.C/R.M:DALTE 2500 UI OU ENOXA 2000 UI OU NADRO 2850 UI OU TINZA 2500 UI - INNOHEP 2500UI  Sol Inj AntiXa 0.25ml Bt 10 *;I.C/R.M:DALTE 2500 UI OU ENOXA 2000 UI OU NADRO 2850 UI OU TINZA 2500 UI - INNOHEP 2500UI  Sol Inj AntiXa 0.25ml Bt 10 *
7;I.C/R.M:DALTE 2500 UI OU ENOXA 2000 UI OU NADRO 2850 UI OU TINZA 2500 UI - LOVENOX 2000 UI Sol Inj Bt 2 Ser./0,2ml   #*;I.C/R.M:DALTE 2500 UI OU ENOXA 2000 UI OU NADRO 2850 UI OU TINZA 2500 UI - LOVENOX 2000 UI Sol Inj Bt 2 Ser./0,2ml   #*
7;I.C/R.M:DALTE 2500 UI OU ENOXA 2000 UI OU NADRO 2850 UI OU TINZA 2500 UI - LOVENOX 2000 UI Sol Inj Bt 6 Ser./0,2ml   #*;I.C/R.M:DALTE 2500 UI OU ENOXA 2000 UI OU NADRO 2850 UI OU TINZA 2500 UI - LOVENOX 2000 UI Sol Inj Bt 6 Ser./0,2ml   #*
7;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - FRAXIPARINE 3800UI Axa Sol Inj Bt10/Ser 0,4ml  #*;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - FRAXIPARINE 3800UI Axa Sol Inj Bt10/Ser 0,4ml  #*
7;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - INNOHEP 3500 UI  Sol Inj  antiXa 0.35ml Bt 2  *;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - INNOHEP 3500 UI  Sol Inj  antiXa 0.35ml Bt 2  *
7;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - INNOHEP 3500UI  Sol Inj AntiXa 0.35ml  Bt10  *;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - INNOHEP 3500UI  Sol Inj AntiXa 0.35ml  Bt10  *
7;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - LOVENOX 4000 UI Sol Inj Bt 2 Ser./0,4ml   #*;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - LOVENOX 4000 UI Sol Inj Bt 2 Ser./0,4ml   #*
7;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - LOVENOX 4000 UI Sol Inj Bt 6 Ser. 0,4ml   #*;I.C/R.E:DALTE 5000 UI OU ENOXA 4000 UI OU NADRO 3800 UI OU TINZA 3500 UI - LOVENOX 4000 UI Sol Inj Bt 6 Ser. 0,4ml   #*
7;I.C/R.T.E:DALTE 5000UI OU ENOXA 6000 UI OU NADRO 11400 UI OU TINZA 4500 UI - INNOHEP 4500 UI Sol Inj antiXa 0.45ml Bt 2  *;I.C/R.T.E:DALTE 5000UI OU ENOXA 6000 UI OU NADRO 11400 UI OU TINZA 4500 UI - INNOHEP 4500 UI Sol Inj antiXa 0.45ml Bt 2  *
7;I.C/R.T.E:DALTE 5000UI OU ENOXA 6000 UI OU NADRO 11400 UI OU TINZA 4500 UI - INNOHEP 4500UI Sol Inj AntiXa 0.45ml Bt 10  *;I.C/R.T.E:DALTE 5000UI OU ENOXA 6000 UI OU NADRO 11400 UI OU TINZA 4500 UI - INNOHEP 4500UI Sol Inj AntiXa 0.45ml Bt 10  *
7;LEVOFOLINATE DE CALCIUM # - LEVOFOLINA  50 10mg/ml Sol. Inj. Bt 1Amp/5ml (F);LEVOFOLINATE DE CALCIUM # - LEVOFOLINA  50 10mg/ml Sol. Inj. Bt 1Amp/5ml (F)
7;FENTANYL # - DUROGESIC 12µG/H (2.1MG/5.25cm²) Disp.Transderm. Bt 7;FENTANYL # - DUROGESIC 12µG/H (2.1MG/5.25cm²) Disp.Transderm. Bt 5
7;IODIXANOL # FL 50ML - VISIPAQUE 320mg/ml Sol.Inj. Bt 10/50ml;IODIXANOL # FL 50ML - VISIPAQUE 320mg/ml Sol.Inj. Bt 10/50ml
7;IODIXANOL # FL 100ML - VISIPAQUE 320mg/ml Sol.Inj. Bt 10/100ml;IODIXANOL # FL 100ML - VISIPAQUE 320mg/ml Sol.Inj. Bt 10/100ml
7;IODIXANOL # FL 200ML - VISIPAQUE 320mg/ml Sol. Inj. Bt10/200ml;IODIXANOL # FL 200ML - VISIPAQUE 320mg/ml Sol. Inj. Bt10/200ml
7;EPIRUBICINE CHLORHYDRATE  # - EPIRUBICINE HCL 20mg/10ml Inj. Bt 1 (F);EPIRUBICINE CHLORHYDRATE  # - EPIRUBICINE HCL 20mg/10ml Inj. Bt 1 (F)
7;MYCOPHENOLATE MOFETIL # - LOFEPAL 250mg Comp.Pell. Bt 100;MYCOPHENOLATE MOFETIL # - LOFEPAL 250mg Comp.Pell. Bt 100
7;MYCOPHENOLATE MOFETIL # - MMF 250mg Gél. Bt 100;MYCOPHENOLATE MOFETIL # - MMF 250mg Gél. Bt 100
7;SULFADIAZINE ARGENTIQUE # - SILVEDERMA 10mg/gr Crème Derm. Tb 50gr;SULFADIAZINE ARGENTIQUE # - SILVEDERMA 10mg/gr Crème Derm. Tb 50gr
7;BARYUM SULFATE 150ML - MICROPAQUE Susp Buv/Rect 100%P/V Fl 150ml;BARYUM SULFATE 150ML - MICROPAQUE Susp Buv/Rect 100%P/V Fl 150ml
7;RINGER LACTATE  #* 1L - RINGER LACTATE Sol.Inj.P.Perf. Poche 1000ml;RINGER LACTATE  #* 1L - RINGER LACTATE Sol.Inj.P.Perf. Poche 1000ml
7;CLODRONATE DISODIQUE # - BONEFOS Gélule 400mg Bt 100 #;CLODRONATE DISODIQUE # - BONEFOS Gélule 400mg Bt 100 #
7;CLODRONATE DISODIQUE # - BONEFOS Gélule 400mg Bt 100 #;CLODRONATE DISODIQUE # - BONEFOS Gélule 400mg Bt 100 #
7;CLODRONATE DISODIQUE # - CLASTOBAN 400 mg Gélule Bt 60  #;CLODRONATE DISODIQUE # - CLASTOBAN 400 mg Gélule Bt 60  #
7;CLODRONATE DISODIQUE # - CLEDOS Gélule 400mg Bt 50 #;CLODRONATE DISODIQUE # - CLEDOS Gélule 400mg Bt 50 #
7;OSMIQUE ACIDE # - ACIDE OSMIQUE  Sol 2% Fl 5ml  #;OSMIQUE ACIDE # - ACIDE OSMIQUE  Sol 2% Fl 5ml  #
7;OSMIQUE ACIDE # - ACIDE OSMIQUE  Sol 2% Fl 5ml  #;OSMIQUE ACIDE # - ACIDE OSMIQUE  Sol 2% Fl 5ml  #
7;PAMIDRONIQUE ACIDE # - AREDIA Pdre Inj 15 mg 5ml Bt 4  #;PAMIDRONIQUE ACIDE # - AREDIA Pdre Inj 15 mg 5ml Bt 4  #
7;PAMIDRONIQUE ACIDE # - AREDIA Pdre Inj 15 mg 5ml Bt 4  #;PAMIDRONIQUE ACIDE # - AREDIA Pdre Inj 15 mg 5ml Bt 4  #
7;PAMIDRONIQUE ACIDE # - OSTEPAM Pdre Inj 15 mg/ml Bt 4  #;PAMIDRONIQUE ACIDE # - OSTEPAM Pdre Inj 15 mg/ml Bt 4  #
7;PAMIDRONIQUE ACIDE # - PAMIDOS 15mg Pdre.P.Prep.Inj. Bt 1Fl+Amp.Solv./5ml;PAMIDRONIQUE ACIDE # - PAMIDOS 15mg Pdre.P.Prep.Inj. Bt 1Fl+Amp.Solv./5ml
7;PAMIDRONIQUE ACIDE # - AREDIA Pdre Inj 90mg 10ml Bt 1  #;PAMIDRONIQUE ACIDE # - AREDIA Pdre Inj 90mg 10ml Bt 1  #
7;PAMIDRONIQUE ACIDE # - AREDIA Pdre Inj 90mg 10ml Bt 1  #;PAMIDRONIQUE ACIDE # - AREDIA Pdre Inj 90mg 10ml Bt 1  #
7;PAMIDRONIQUE ACIDE # - OSTEPAM Pdre Inj 90mg  6ml Bt 1  #;PAMIDRONIQUE ACIDE # - OSTEPAM Pdre Inj 90mg  6ml Bt 1  #
7;URSODESOXYCHOLIQUE ACIDE # - URSOLVAN Gélule 200mg Bt 30 #;URSODESOXYCHOLIQUE ACIDE # - URSOLVAN Gélule 200mg Bt 30 #
7;ALPROSTADIL # - PROSTINE VR Inj 0,5mg Bt 5 #  (F);ALPROSTADIL # - PROSTINE VR Inj 0,5mg Bt 5 #  (F)
7;ALPROSTADIL # - PROSTINE VR Inj 0,5mg Bt 5 # (F);ALPROSTADIL # - PROSTINE VR Inj 0,5mg Bt 5 # (F)
7;ALPROSTADIL # - PROSTINE VR Inj 0,5mg vrac #  (F);ALPROSTADIL # - PROSTINE VR Inj 0,5mg vrac #  (F)
7;AMIDOTRIZOATE DE SODIUM ET MEGLUMINE # - GASTROGRAFINE Sol Orale/Rect Fl 100ml #;AMIDOTRIZOATE DE SODIUM ET MEGLUMINE # - GASTROGRAFINE Sol Orale/Rect Fl 100ml #
7;AMIDOTRIZOATE DE SODIUM ET MEGLUMINE # - GASTROGRAFINE Sol.Or./Rect. Fl 100ml;AMIDOTRIZOATE DE SODIUM ET MEGLUMINE # - GASTROGRAFINE Sol.Or./Rect. Fl 100ml
7;BICALUTAMIDE # - CASODEX 50mg Comp. Enr. Bt 30 #;BICALUTAMIDE # - CASODEX 50mg Comp. Enr. Bt 30 #
7;BICALUTAMIDE # - CASODEX Comp 50mg Bt 30 #;BICALUTAMIDE # - CASODEX Comp 50mg Bt 30 #
7;BICALUTAMIDE # - CASODEX Comp 50mg Bt 30 #;BICALUTAMIDE # - CASODEX Comp 50mg Bt 30 #
7;CHLORAMBUCIL # - CHLORAMINOPHENE Comp 2mg Bt 30 #;CHLORAMBUCIL # - CHLORAMINOPHENE Comp 2mg Bt 30 #
7;CHLORMETHINE # - CARYOLYSINE Amp inj IV 10mg Bt 6+6;CHLORMETHINE # - CARYOLYSINE Amp inj IV 10mg Bt 6+6
7;CHLORMETHINE # - CARYOLYSINE Amp Inj IV 10mg Bt 6+6 #;CHLORMETHINE # - CARYOLYSINE Amp Inj IV 10mg Bt 6+6 #
7;CHLORMETHINE # - CARYOLYSINE Amp inj IV Bt 1+1 #;CHLORMETHINE # - CARYOLYSINE Amp inj IV Bt 1+1 #
7;CHLORMETHINE # - CARYOLYSINE Sol inj Bt 1+1;CHLORMETHINE # - CARYOLYSINE Sol inj Bt 1+1
7;CHLORMETHINE # - CARYOLYSINE sol inj Bt 1Fl+s;CHLORMETHINE # - CARYOLYSINE sol inj Bt 1Fl+s
7;CYTARABINE  # - ALEXAN Sol. Inj.1gr Fl 20ml  Bt 1 #;CYTARABINE  # - ALEXAN Sol. Inj.1gr Fl 20ml  Bt 1 #
7;CYTARABINE  # - ARACYTINE 1gr Pdre.Prép.Inj Bt 1Fl #;CYTARABINE  # - ARACYTINE 1gr Pdre.Prép.Inj Bt 1Fl #
7;CYTARABINE  # - ARACYTINE Inj 1gr Bt 1 #;CYTARABINE  # - ARACYTINE Inj 1gr Bt 1 #
7;CYTARABINE  # - CYTOZAR 1000mg Pdre.Prép.Inj Bt 1Fl/10ml;CYTARABINE  # - CYTOZAR 1000mg Pdre.Prép.Inj Bt 1Fl/10ml
7;DOCETAXEL # - DOXETAL 20mg Sol.P.Perf. Bt 1Fl/0,5ml+Solv./1,5ml (F);DOCETAXEL # - DOXETAL 20mg Sol.P.Perf. Bt 1Fl/0,5ml+Solv./1,5ml (F)
7;DOCETAXEL # - DOXETAL 20mg Sol.P.Perf. Bt 1Fl/0,5ml+Solv./1,5ml (F);DOCETAXEL # - DOXETAL 20mg Sol.P.Perf. Bt 1Fl/0,5ml+Solv./1,5ml (F)
7;DOCETAXEL # - ERIOX 20mg Sol.P.Perf. Bt 1Fl/0.5ml+Solv./1.5ml (F);DOCETAXEL # - ERIOX 20mg Sol.P.Perf. Bt 1Fl/0.5ml+Solv./1.5ml (F)
7;DOCETAXEL # - ERIOX 20mg Sol.P.Perf. Bt 1Fl/0.5ml+Solv./1.5ml (F);DOCETAXEL # - ERIOX 20mg Sol.P.Perf. Bt 1Fl/0.5ml+Solv./1.5ml (F)
7;DOCETAXEL # - TAXOTERE Pdre Inj 20mg Bt 1Fl+solv. #  (F);DOCETAXEL # - TAXOTERE Pdre Inj 20mg Bt 1Fl+solv. #  (F)
7;DOCETAXEL # - TAXOTERE Pdre Inj 20mg Bt 1Fl+solv. #  (F);DOCETAXEL # - TAXOTERE Pdre Inj 20mg Bt 1Fl+solv. #  (F)
7;DOCETAXEL # - TAXOTERE Pdre Inj 20mg Bt 1Fl+solv. # (F);DOCETAXEL # - TAXOTERE Pdre Inj 20mg Bt 1Fl+solv. # (F)
7;DOCETAXEL # - DOXETAL 80mg Sol.P.Perf. Bt 1Fl/2ml+Solv./6ml (F);DOCETAXEL # - DOXETAL 80mg Sol.P.Perf. Bt 1Fl/2ml+Solv./6ml (F)
7;DOCETAXEL # - DOXETAL 80mg Sol.P.Perf. Bt 1Fl/2ml+Solv./6ml (F);DOCETAXEL # - DOXETAL 80mg Sol.P.Perf. Bt 1Fl/2ml+Solv./6ml (F)
7;DOCETAXEL # - ERIOX 80mg Sol.P.Perf. Bt 1Fl/2ml +Solv./6ml (F);DOCETAXEL # - ERIOX 80mg Sol.P.Perf. Bt 1Fl/2ml +Solv./6ml (F)
7;DOCETAXEL # - ERIOX 80mg Sol.P.Perf. Bt 1Fl/2ml +Solv./6ml (F);DOCETAXEL # - ERIOX 80mg Sol.P.Perf. Bt 1Fl/2ml +Solv./6ml (F)
7;DOCETAXEL # - TAXOTERE Pdre Inj 80mg Bt 1Fl + Solv. # (F);DOCETAXEL # - TAXOTERE Pdre Inj 80mg Bt 1Fl + Solv. # (F)
7;DOCETAXEL # - TAXOTERE Pdre Inj 80mg Bt 1Fl+ Solv. #  (F);DOCETAXEL # - TAXOTERE Pdre Inj 80mg Bt 1Fl+ Solv. #  (F)
7;DOCETAXEL # - TAXOTERE Pdre Inj 80mg Bt 1Fl+ Solv. #  (F);DOCETAXEL # - TAXOTERE Pdre Inj 80mg Bt 1Fl+ Solv. #  (F)
7;FER # - FEROVEN 100mg/5ml Sol.P.Perf. Bt 5/5ml;FER # - FEROVEN 100mg/5ml Sol.P.Perf. Bt 5/5ml
7;FER # - IV-FER 100mg/5ml Sol.Perf. Bt 5/5ml;FER # - IV-FER 100mg/5ml Sol.Perf. Bt 5/5ml
7;FER # - VENOFER Sol Inj 100mg 5ml Bt 5  #;FER # - VENOFER Sol Inj 100mg 5ml Bt 5  #
7;FLUTAMIDE # - EULEXINE Comp 250mg Bt 30 #;FLUTAMIDE # - EULEXINE Comp 250mg Bt 30 #
7;FRACTION PHOSPHOLIPIDIQUE DE POUMON DE PORC  # - CUROSURF 120mg 1.5 ml Bt 1  #  (F);FRACTION PHOSPHOLIPIDIQUE DE POUMON DE PORC  # - CUROSURF 120mg 1.5 ml Bt 1  #  (F)
7;GEMCITABINE # - GEMCITABIN EBEWE 10mg/ml (1000mg) Sol. /Perf. Fl 100ml;GEMCITABINE # - GEMCITABIN EBEWE 10mg/ml (1000mg) Sol. /Perf. Fl 100ml
7;GEMCITABINE # - GEMCITABINE ACTAVIS 1gr Pdre. P. Prép. Inj. Bt 1Fl;GEMCITABINE # - GEMCITABINE ACTAVIS 1gr Pdre. P. Prép. Inj. Bt 1Fl
7;GEMCITABINE # - GEMCITABINE HOSPIRA 1gr Pdre. P. Prép. Inj. Bt 1Fl;GEMCITABINE # - GEMCITABINE HOSPIRA 1gr Pdre. P. Prép. Inj. Bt 1Fl
7;GEMCITABINE # - GEMZAR Pdre Inj IV 1gr  Bt 1 #;GEMCITABINE # - GEMZAR Pdre Inj IV 1gr  Bt 1 #
7;GEMCITABINE # - GEMZAR Pdre Inj IV 1gr  Bt 1 #;GEMCITABINE # - GEMZAR Pdre Inj IV 1gr  Bt 1 #
7;GEMCITABINE # - GEZT 1gr Pdre.Prép.Inj. Bt 1Fl;GEMCITABINE # - GEZT 1gr Pdre.Prép.Inj. Bt 1Fl
7;GEMCITABINE # - GEMCITABIN EBEWE 10mg/ml (200mg) Sol./Perf. Fl 20ml;GEMCITABINE # - GEMCITABIN EBEWE 10mg/ml (200mg) Sol./Perf. Fl 20ml
7;GEMCITABINE # - GEMCITABINE ACTAVIS 200mg Pdre.P.Prép. Inj. Bt 1Fl;GEMCITABINE # - GEMCITABINE ACTAVIS 200mg Pdre.P.Prép. Inj. Bt 1Fl
7;GEMCITABINE # - GEMCITABINE HOSPIRA 200mg Pdre. P. Prép. Inj. Bt1Fl;GEMCITABINE # - GEMCITABINE HOSPIRA 200mg Pdre. P. Prép. Inj. Bt1Fl
7;GEMCITABINE # - GEMZAR Pdre Inj IV 200mg Bt 1 #;GEMCITABINE # - GEMZAR Pdre Inj IV 200mg Bt 1 #
7;GEMCITABINE # - GEMZAR Pdre Inj IV 200mg Bt 1 #;GEMCITABINE # - GEMZAR Pdre Inj IV 200mg Bt 1 #
7;GEMCITABINE # - GEZT 200mg Pdre.Prép.Inj. Bt 1Fl;GEMCITABINE # - GEZT 200mg Pdre.Prép.Inj. Bt 1Fl
7;GRANISETRON # - KYTRIL Amp Inj 3mg/3ml Bt 5  #;GRANISETRON # - KYTRIL Amp Inj 3mg/3ml Bt 5  #
7;GRANISETRON # - KYTRIL Amp inj 3mg/3ml Bt 5  #;GRANISETRON # - KYTRIL Amp inj 3mg/3ml Bt 5  #
7;HYDROXY  ETHYLCELLULOSE (HYPROMELLOSE) # - GONIOSOL Collyre Fl 10ml  #;HYDROXY  ETHYLCELLULOSE (HYPROMELLOSE) # - GONIOSOL Collyre Fl 10ml  #
7;HYDROXY  ETHYLCELLULOSE (HYPROMELLOSE) # - GONIOSOL Collyre Fl 10ml  #;HYDROXY  ETHYLCELLULOSE (HYPROMELLOSE) # - GONIOSOL Collyre Fl 10ml  #
7;IFOSFAMIDE  # - HOLOXAN Pdre Inj 1gr Bt 1  #;IFOSFAMIDE  # - HOLOXAN Pdre Inj 1gr Bt 1  #
7;IFOSFAMIDE  # - HOLOXAN Pdre Inj 1gr Bt 1  #;IFOSFAMIDE  # - HOLOXAN Pdre Inj 1gr Bt 1  #
7;INTERFERON BETA-1a # - AVONEX Pdre Inj 6 MUI 1ml Bt 4  #;INTERFERON BETA-1a # - AVONEX Pdre Inj 6 MUI 1ml Bt 4  #
7;INTERFERON BETA-1a # - AVONEX Pdre Inj 6 MUI 1ml Bt 4  #  (F);INTERFERON BETA-1a # - AVONEX Pdre Inj 6 MUI 1ml Bt 4  #  (F)
7;INTERFERON BETA-1a # - REBIF  Sol inj 22µg   6MUI Bt  3 ser.0,5ml #  (F);INTERFERON BETA-1a # - REBIF  Sol inj 22µg   6MUI Bt  3 ser.0,5ml #  (F)
7;INTERFERON BETA-1a # - REBIF  Sol inj 22µg   6MUI Bt  3 ser.0,5ml # (F);INTERFERON BETA-1a # - REBIF  Sol inj 22µg   6MUI Bt  3 ser.0,5ml # (F)
7;INTERFERON BETA-1a # - REBIF 22 µG 6mui Sol Inj B/12 Ser /0.5ml # (F);INTERFERON BETA-1a # - REBIF 22 µG 6mui Sol Inj B/12 Ser /0.5ml # (F)
7;INTERFERON BETA-1a # - REBIF 22µg /0.5ml Sol.Inj. Bt 4Cart./1.5ml (F);INTERFERON BETA-1a # - REBIF 22µg /0.5ml Sol.Inj. Bt 4Cart./1.5ml (F)
7;ITRACONAZOLE # - ITRA SKIN 100mg Gél. Bt 28;ITRACONAZOLE # - ITRA SKIN 100mg Gél. Bt 28
7;ITRACONAZOLE # - ITRACON  Gélule 100mg Bt 30 #;ITRACONAZOLE # - ITRACON  Gélule 100mg Bt 30 #
7;ITRACONAZOLE # - ITRACONAZOL-CIMEX 100mg gélule Bt 30 #;ITRACONAZOLE # - ITRACONAZOL-CIMEX 100mg gélule Bt 30 #
7;ITRACONAZOLE # - SPORANOX Gélule 100mg Bt 30 #;ITRACONAZOLE # - SPORANOX Gélule 100mg Bt 30 #
7;LAMIVUDINE # - ZEFFIX  Comp pell 100mg Bt 28  #;LAMIVUDINE # - ZEFFIX  Comp pell 100mg Bt 28  #
7;LETROZOLE  # - FEMARA Comp 2,5mg Bt 30  #;LETROZOLE  # - FEMARA Comp 2,5mg Bt 30  #
7;LETROZOLE  # - FEMARA Comp 2,5mg Bt 30  #;LETROZOLE  # - FEMARA Comp 2,5mg Bt 30  #
7;LETROZOLE  # - LETROZOLE ACTAVIS 2.5mg Comp. Pell. Bt 100;LETROZOLE  # - LETROZOLE ACTAVIS 2.5mg Comp. Pell. Bt 100
7;MEGESTROL  ACETATE # - MEGACE 160mg Comp. Bt 30 #;MEGESTROL  ACETATE # - MEGACE 160mg Comp. Bt 30 #
7;MEGESTROL  ACETATE # - MEGACE Comp 160mg Bt 30 #;MEGESTROL  ACETATE # - MEGACE Comp 160mg Bt 30 #
7;MEGESTROL  ACETATE # - MEGACE Comp 160mg Bt 30 #;MEGESTROL  ACETATE # - MEGACE Comp 160mg Bt 30 #
7;MESNA  # - UROMITEXAN Amp inj 400mg 4ml Bt 15  #;MESNA  # - UROMITEXAN Amp inj 400mg 4ml Bt 15  #
7;MESNA  # - UROMITEXAN Inj 400mg 4ml Bt 15  #;MESNA  # - UROMITEXAN Inj 400mg 4ml Bt 15  #
7;METHOTREXATE  # - METHOTREXATE Fl Inj 500mg Bt 1  #;METHOTREXATE  # - METHOTREXATE Fl Inj 500mg Bt 1  #
7;METHOTREXATE  # - METHOTREXATE Fl Inj 500mg Bt 1  #;METHOTREXATE  # - METHOTREXATE Fl Inj 500mg Bt 1  #
7;METHOTREXATE  # - METHOTREXATE Fl inj 500mg Bt 1  #;METHOTREXATE  # - METHOTREXATE Fl inj 500mg Bt 1  #
7;METHOTREXATE  # - METHOTREXATE MERKFl inj 500mg  Bt 10  #;METHOTREXATE  # - METHOTREXATE MERKFl inj 500mg  Bt 10  #
7;METHOTREXATE  # - EBETREXAT 5000mg/50ml sol perf Fl/50ml #;METHOTREXATE  # - EBETREXAT 5000mg/50ml sol perf Fl/50ml #
7;METHOTREXATE  # - METHOTREXATE Fl Inj 5gr 50ml vrac  #;METHOTREXATE  # - METHOTREXATE Fl Inj 5gr 50ml vrac  #
7;METHOTREXATE  # - METHOTREXATE Fl Inj 5gr Bt 1  #;METHOTREXATE  # - METHOTREXATE Fl Inj 5gr Bt 1  #
7;METHOTREXATE  # - METHOTREXATE Fl Inj 5gr Bt 1  #;METHOTREXATE  # - METHOTREXATE Fl Inj 5gr Bt 1  #
7;METHOTREXATE  # - METHOTREXATE Fl Inj 5gr Bt 10  #;METHOTREXATE  # - METHOTREXATE Fl Inj 5gr Bt 10  #
7;METHYLPHENIDATE  # - RITALINE Comp 10mg Bt 30  #;METHYLPHENIDATE  # - RITALINE Comp 10mg Bt 30  #
7;METHYLPHENIDATE  # - RITALINE Comp 10mg Bt 30  #;METHYLPHENIDATE  # - RITALINE Comp 10mg Bt 30  #
7;METOCLOPRAMIDE DICHLORHYDRATE # - PRIMPERAN Amp Inj 100mg/5ml Bt 6;METOCLOPRAMIDE DICHLORHYDRATE # - PRIMPERAN Amp Inj 100mg/5ml Bt 6
7;METOCLOPRAMIDE DICHLORHYDRATE # - PRIMPERAN Amp inj 100mg/5ml Bt 6 #;METOCLOPRAMIDE DICHLORHYDRATE # - PRIMPERAN Amp inj 100mg/5ml Bt 6 #
7;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON MEDIS Sol Inj 4mg/2ml Bt 5 #;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON MEDIS Sol Inj 4mg/2ml Bt 5 #
7;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON SAIPH 4mg/2ml Sol. Inj. Bt 5/2ml;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON SAIPH 4mg/2ml Sol. Inj. Bt 5/2ml
7;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON UNIMED 4mg/2ml Sol.Inj. Bt 10/2ml;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON UNIMED 4mg/2ml Sol.Inj. Bt 10/2ml
7;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 4mg/2ml Bt 1 Amp 2ml  #;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 4mg/2ml Bt 1 Amp 2ml  #
7;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 4mg/2ml Bt 5 Amp 2ml  #;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 4mg/2ml Bt 5 Amp 2ml  #
7;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON MEDIS Sol Inj 8mg/4ml Bt 5 #;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON MEDIS Sol Inj 8mg/4ml Bt 5 #
7;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON RENAUDIN 8mg/4ml Sol. Inj. Bt 10/4ml;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON RENAUDIN 8mg/4ml Sol. Inj. Bt 10/4ml
7;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON SAIPH 8mg/4ml Sol. Inj. Bt 5/4ml;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON SAIPH 8mg/4ml Sol. Inj. Bt 5/4ml
7;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON UNIMED 8mg/4ml Sol. Inj B/10/4ml;ONDANSETRON CHLORHYDRATE  # - ONDANSETRON UNIMED 8mg/4ml Sol. Inj B/10/4ml
7;ONDANSETRON CHLORHYDRATE  # - ONDOFREN 8mg/4ml Sol.Inj. Bt 50/4ml;ONDANSETRON CHLORHYDRATE  # - ONDOFREN 8mg/4ml Sol.Inj. Bt 50/4ml
7;ONDANSETRON CHLORHYDRATE  # - SETRON Sol Inj 8mg/4ml Bt 5 Amp 4ml  #;ONDANSETRON CHLORHYDRATE  # - SETRON Sol Inj 8mg/4ml Bt 5 Amp 4ml  #
7;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 8mg/4ml Bt 1 Amp 4ml  #;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 8mg/4ml Bt 1 Amp 4ml  #
7;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 8mg/4ml Bt 5 Amp 4ml  #;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 8mg/4ml Bt 5 Amp 4ml  #
7;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 8mg/4ml vrac  #;ONDANSETRON CHLORHYDRATE  # - ZOPHREN Sol Inj 8mg/4ml vrac  #
7;PACLITAXEL # - ANZATAX 30mg Sol. P/Perfusion Bt 1Fl/5ml #;PACLITAXEL # - ANZATAX 30mg Sol. P/Perfusion Bt 1Fl/5ml #
7;PACLITAXEL # - DRIFEN 30mg Sol. Perf. Bt 1Fl/5ml (F);PACLITAXEL # - DRIFEN 30mg Sol. Perf. Bt 1Fl/5ml (F)
